product_id,product_name,category,unit_cost,shelf_life_days
P003383,Barry's Tea Gravy Granules 190g,Food,0.63,30
P003384,Dairy Gold Greek Yogurt 500g,Food,0.94,180
P003385,Dove Body Wash 500ml,Personal Care,2.03,730
P003386,Heinz Tomato Ketchup 460g,Food,1.17,365
P003387,Coca-Cola Instant Coffee 200g,Beverage,2.3,90
P003388,Heinz Tomato Ketchup 460g,Food,1.49,30
P003389,Dettol Surface Wipes 70ct,Household,1.35,365
P003390,Kerrygold Chocolate Bar 100g,Food,0.63,7
P003391,Dove Hand Sanitiser 250ml,Personal Care,1.22,365
P003392,Huggies Razor Blades 8ct,Personal Care,5.27,730
P003393,Birds Eye Gravy Granules 190g,Food,0.52,14
P003394,Pampers Toothpaste 75ml,Personal Care,0.94,365
P003395,Pampers Deodorant 150ml,Personal Care,1.8,730
P003396,Dettol Disinfectant Spray 750ml,Household,2.7,365
P003397,Ariel Laundry Capsules 50ct,Household,6.96,365
P003398,Nescafé Jam 340g,Food,1.04,365
P003399,Barry's Tea Sparkling Water 1.5L,Beverage,0.56,365
P003400,Kellogg's Crisps 150g,Food,0.58,30
P003401,Bisto Frozen Peas 900g,Food,1.08,180
P003402,Tesco Conditioner 400ml,Personal Care,2.01,730
P003403,Kellogg's Crisps 150g,Food,0.59,30
P003404,Fairy Laundry Detergent 1.3L,Household,5.44,730
P003405,Persil Toilet Paper 9pk,Household,1.59,1095
P003406,Colgate Body Wash 500ml,Personal Care,1.57,730
P003407,Tesco Razor Blades 8ct,Personal Care,7.73,365
P003408,Kellogg's Biscuits 300g,Food,1.14,180
P003409,Nescafé Pasta Sauce 500g,Food,1.71,90
P003410,Kellogg's Crisps 150g,Food,0.74,14
P003411,Cadbury Chocolate Bar 40g,Food,0.51,90
P003412,Kerrygold Gravy Granules 190g,Food,0.72,30
P003413,Chivers Breakfast Cereal 500g,Food,2.21,30
P003414,Fairy Laundry Detergent 2.6L,Household,5.01,730
P003415,Kerrygold Instant Coffee 200g,,3.2,90
P003416,Birds Eye Biscuits 300g,Food,0.92,7
P003417,Dettol Dishwashing Liquid 900ml,Household,1.6,1095
P003418,Weetabix Pasta Sauce 500g,Food,1.48,90
P003419,Bisto Frozen Chips 1.5kg,Food,2.3,30
P003420,Dettol Laundry Capsules 50ct,Household,5.94,730
P003421,Ballygowan Tea Bags 160ct,Beverage,2.16,90
P003422,Fairy Dishwashing Liquid 900ml,Household,1.88,730
P003423,Dairy Gold Tomato Ketchup 460g,Food,1.34,7
P003424,Persil Disinfectant Spray 750ml,Household,1.85,1095
P003425,Coca-Cola Orange Juice 1L,Beverage,1.42,90
P003426,Nescafé Lemon-Lime Soda 330ml,Beverage,0.43,180
P003427,Pepsi Still Water 1.5L,Beverage,0.57,180
P003428,Gillette Nappies Size 5,Personal Care,6.23,1095
P003429,Pepsi Still Water 1.5L,Beverage,0.56,365
P003430,Kerrygold Tea Bags 160ct,Beverage,2.49,180
P003431,Tesco Hand Sanitiser 250ml,Personal Care,0.9,365
P003432,Tesco Kitchen Towels 4pk,Household,2.28,365
P003433,Oreo Frozen Chips 1.5kg,Food,2.83,90
P003434,Persil Disinfectant Spray 750ml,Household,1.98,730
P003435,Cadbury Crisps 150g,Food,0.86,365
P003436,Knorr Frozen Peas 900g,Food,1.41,365
P003437,Evian Orange Juice 1L,Beverage,1.57,180
P003438,Pampers Body Wash 500ml,Personal Care,2.3,365
P003439,Huggies Hand Sanitiser 250ml,Personal Care,1.1,365
P003440,Nestlé Tea Bags 80ct,Food,1.77,7
P003441,Kerrygold Iced Coffee 250ml,Beverage,0.95,14
P003442,McCain Biscuits 300g,Food,0.74,90
P003443,Pampers Baby Wipes 64ct,Personal Care,1.1,365
P003444,Dettol Toothbrush 2ct,Personal Care,0.96,365
P003445,Kerrygold Still Water 500ml,Beverage,0.45,365
P003446,Fairy Disinfectant Spray 750ml,Household,2.38,1095
P003447,Tesco Kitchen Towels 4pk,Household,1.5,1095
P003448,Lyons Tea Tea Bags 80ct,Beverage,1.76,365
P003449,Nestlé Jam 340g,Food,1.17,90
P003450,Barry's Tea Sparkling Water 500ml,Beverage,0.77,180
P003451,Tesco Disinfectant Spray 750ml,Household,2.31,730
P003452,Persil Kitchen Towels 4pk,Household,1.54,730
P003453,Barry's Tea Tea Bags 160ct,Food,2.01,180
P003454,Tesco Hand Sanitiser 250ml,Personal Care,1.05,730
P003455,Cadbury Greek Yogurt 500g,,1.16,180
P003456,Nescafé Milk 1L,Beverage,0.96,365
P003457,Tesco Disinfectant Spray 750ml,Household,2.09,730
P003458,Persil Laundry Detergent 2.6L,Household,6.0,365
P003459,Coca-Cola Instant Coffee 100g,Beverage,1.98,14
P003460,Birds Eye Butter 250g,Food,1.53,90
P003461,Nestlé Crisps 150g,Food,0.63,14
P003462,Evian Energy Drink 500ml,Beverage,0.89,365
P003463,Barry's Tea Milk 2L,Beverage,1.3,365
P003464,Kellogg's Breakfast Cereal 375g,Food,1.82,30
P003465,Fairy Dishwashing Liquid 450ml,Household,0.95,365
P003466,Pepsi Lemon-Lime Soda 2L,Beverage,1.04,180
P003467,Tesco Kitchen Towels 2pk,Household,0.95,365
P003468,Dettol Dishwashing Liquid 450ml,Household,1.24,730
P003469,Oreo Butter 500g,Food,1.79,90
P003470,Kerrygold Tomato Ketchup 460g,Food,0.81,180
P003471,Fairy Surface Wipes 70ct,Household,1.5,365
P003472,Evian Energy Drink 500ml,Beverage,0.88,180
P003473,Persil Kitchen Towels 2pk,Household,1.43,365
P003474,Fairy Kitchen Towels 2pk,Household,1.16,365
P003475,Persil Surface Wipes 70ct,Household,1.28,365
P003476,Dove Toothbrush 2ct,Personal Care,1.04,365
P003477,Coca-Cola Lemon-Lime Soda 2L,Beverage,1.15,180
P003478,Coca-Cola Cola 2L,Beverage,0.91,365
P003479,Nestlé Biscuits 154g,Food,0.52,90
P003480,Knorr Biscuits 154g,Food,0.6,14
P003481,Nescafé Milk 1L,Beverage,0.72,180
P003482,Nestlé Breakfast Cereal 375g,Food,1.28,30
P003483,Tesco Razor Blades 4ct,Personal Care,3.84,365
P003484,Nescafé Tea Bags 80ct,Beverage,1.62,180
P003485,Kerrygold Iced Coffee 250ml,Beverage,0.57,365
P003486,Nescafé Chocolate Bar 40g,Food,0.44,7
P003487,Bisto Crisps 150g,Food,0.54,180
P003488,Birds Eye Frozen Chips 1.5kg,Food,3.63,30
P003489,Lyons Tea Tea Bags 80ct,Food,1.87,90
P003490,Birds Eye Frozen Peas 900g,Food,1.65,7
P003491,Coca-Cola Lemon-Lime Soda 330ml,Beverage,0.41,180
P003492,Tesco Deodorant 150ml,Personal Care,1.44,365
P003493,Dove Razor Blades 8ct,Personal Care,6.57,730
P003494,Tesco Kitchen Towels 2pk,Household,0.89,365
P003495,McCain Greek Yogurt 500g,Food,1.57,180
P003496,Tesco Conditioner 400ml,Personal Care,1.81,365
P003497,Huggies Deodorant 150ml,Personal Care,1.29,730
P003498,Heinz Breakfast Cereal 500g,Food,1.93,90
P003499,Persil Laundry Capsules 30ct,Household,4.45,1095
P003500,Nestlé Chocolate Bar 100g,Food,0.48,180
P003501,Dettol Disinfectant Spray 750ml,Household,1.91,730
P003502,Tesco Toothbrush 2ct,Personal Care,0.67,365
P003503,Chivers Breakfast Cereal 375g,Food,1.47,30
P003504,Dettol Body Wash 500ml,Personal Care,1.67,1095
P003505,Ballygowan Milk 1L,Beverage,0.75,180
P003506,Pampers Razor Blades 4ct,Personal Care,3.31,1095
P003507,Ballygowan Lemon-Lime Soda 2L,Beverage,1.17,180
P003508,Dettol Laundry Detergent 1.3L,Household,3.92,730
P003509,Bisto Frozen Chips 1.5kg,Food,2.41,180
P003510,Weetabix Tea Bags 80ct,Food,1.82,365
P003511,Barry's Tea Chocolate Bar 40g,Food,0.41,30
P003512,Gillette Body Wash 500ml,Personal Care,1.64,365
P003513,Dettol Bleach 1L,Household,0.72,365
P003514,Huggies Baby Wipes 64ct,Personal Care,0.99,730
P003515,Colgate Baby Wipes 64ct,Personal Care,1.57,1095
P003516,Cadbury Butter 250g,Food,1.3,30
P003517,Bisto Jam 340g,Food,1.01,365
P003518,Kellogg's Chocolate Bar 100g,Food,0.44,14
P003519,Nestlé Chocolate Bar 40g,Food,0.67,30
P003520,Nestlé Greek Yogurt 500g,Food,1.61,90
P003521,Evian Sparkling Water 500ml,Beverage,0.48,90
P003522,McCain Frozen Peas 900g,Food,1.2,30
P003523,Nescafé Biscuits 300g,Food,0.75,365
P003524,Kellogg's Gravy Granules 190g,Food,0.7,7
P003525,McCain Cheddar Cheese 200g,Food,1.18,90
P003526,Dettol Toothpaste 75ml,Personal Care,0.69,365
P003527,Ariel Bleach 1L,Household,0.87,730
P003528,Gillette Deodorant 150ml,Personal Care,1.99,730
P003529,Knorr Gravy Granules 190g,Food,0.5,90
P003530,Kellogg's Tea Bags 80ct,Food,2.32,30
P003531,Dettol Laundry Detergent 2.6L,Household,5.12,730
P003532,Nestlé Frozen Peas 900g,Food,1.42,7
P003533,Oreo Frozen Chips 1.5kg,Food,2.9,90
P003534,Birds Eye Greek Yogurt 500g,Food,1.52,30
P003535,Bisto Tea Bags 160ct,Food,2.41,14
P003536,Barry's Tea Cheddar Cheese 200g,Food,1.61,30
P003537,Heinz Butter 500g,Food,2.37,365
P003538,Fairy Disinfectant Spray 750ml,Household,2.15,365
P003539,Kellogg's Chocolate Bar 100g,Food,0.46,90
P003540,Nestlé Frozen Peas 900g,Food,1.16,365
P003541,Ariel Laundry Detergent 1.3L,Household,4.24,730
P003542,Knorr Instant Coffee 200g,Food,1.97,90
P003543,Heinz Biscuits 154g,Food,0.69,90
P003544,Pampers Conditioner 400ml,Personal Care,1.61,730
P003545,Kellogg's Frozen Peas 900g,Food,1.56,90
P003546,Bisto Biscuits 154g,Food,0.6,180
P003547,Pepsi Orange Juice 1L,Beverage,1.23,14
P003548,Birds Eye Biscuits 300g,,0.88,180
P003549,Coca-Cola Iced Coffee 250ml,Beverage,0.78,90
P003550,Fairy Bleach 1L,Household,0.66,365
P003551,Dairy Gold Greek Yogurt 500g,Food,1.2,14
P003552,Nescafé Sparkling Water 500ml,Beverage,0.42,90
P003553,Lyons Tea Iced Coffee 250ml,Beverage,0.8,180
P003554,Dairy Gold Tea Bags 80ct,Food,1.46,7
P003555,Nescafé Cola 330ml,Beverage,0.53,180
P003556,Dairy Gold Pasta Sauce 500g,Food,1.74,14
P003557,Lyons Tea Orange Juice 1L,Beverage,1.54,180
P003558,Nestlé Jam 340g,Food,1.0,30
P003559,Kerrygold Still Water 500ml,Beverage,0.39,90
P003560,Weetabix Biscuits 154g,Food,0.61,14
P003561,Persil Kitchen Towels 2pk,Household,1.17,730
P003562,Kerrygold Gravy Granules 190g,Food,0.69,14
P003563,Oreo Jam 340g,Food,0.96,90
P003564,Nescafé Cola 330ml,Beverage,0.62,365
P003565,Dettol Laundry Detergent 1.3L,Household,4.56,1095
P003566,Evian Lemon-Lime Soda 330ml,Beverage,0.57,180
P003567,Tesco Kitchen Towels 4pk,Household,2.03,365
P003568,Persil Laundry Capsules 50ct,Household,5.48,365
P003569,Colgate Body Wash 500ml,Personal Care,1.43,365
P003570,Nescafé Chocolate Bar 100g,Food,0.46,30
P003571,Nescafé Tea Bags 80ct,Beverage,1.37,180
P003572,Tesco Disinfectant Spray 750ml,Household,2.65,730
P003573,Pampers Nappies Size 5,Personal Care,5.71,365
P003574,Dettol Razor Blades 8ct,Personal Care,8.03,365
P003575,Weetabix Crisps 150g,Food,0.92,7
P003576,Bisto Frozen Chips 1.5kg,Food,2.95,7
P003577,Kerrygold Milk 1L,Beverage,0.79,90
P003578,Tesco Toilet Paper 18pk,Household,4.63,730
P003579,Lyons Tea Instant Coffee 100g,Beverage,2.51,365
P003580,Kerrygold Cola 330ml,Beverage,0.56,365
P003581,Tesco Disinfectant Spray 750ml,Household,2.37,365
P003582,McCain Frozen Peas 900g,Food,1.83,180
P003583,Dettol Hand Sanitiser 250ml,Personal Care,0.95,365
P003584,Weetabix Chocolate Bar 40g,Food,0.51,180
P003585,Dairy Gold Crisps 150g,Food,0.52,30
P003586,Ballygowan Instant Coffee 200g,Beverage,2.11,30
P003587,Dettol Kitchen Towels 2pk,Household,1.02,365
P003588,Kellogg's Greek Yogurt 500g,Food,1.54,180
P003589,Knorr Jam 340g,Food,1.24,180
P003590,Colgate Razor Blades 4ct,Personal Care,4.12,730
P003591,Nescafé Jam 340g,Food,1.11,14
P003592,Lyons Tea Orange Juice 1L,Beverage,1.3,365
P003593,Ballygowan Iced Coffee 250ml,Beverage,0.8,30
P003594,Coca-Cola Still Water 500ml,Beverage,0.36,90
P003595,Coca-Cola Orange Juice 1L,Beverage,1.24,365
P003596,Bisto Pasta Sauce 500g,Food,1.35,180
P003597,Pepsi Still Water 500ml,Beverage,0.54,14
P003598,McCain Breakfast Cereal 500g,Food,1.56,180
P003599,Fairy Surface Wipes 70ct,Household,1.93,1095
P003600,Cadbury Greek Yogurt 500g,Food,1.04,14
P003601,Pepsi Iced Coffee 250ml,Beverage,0.68,30
P003602,Dairy Gold Butter 250g,Food,1.45,90
P003603,Nescafé Biscuits 300g,Food,0.79,90
P003604,Oreo Frozen Peas 900g,Food,1.32,90
P003605,Nescafé Greek Yogurt 500g,Food,1.59,180
P003606,Dettol Disinfectant Spray 750ml,Household,2.74,365
P003607,Kellogg's Breakfast Cereal 375g,Food,1.46,30
P003608,Dove Deodorant 150ml,Personal Care,1.54,365
P003609,Dettol Deodorant 150ml,Personal Care,1.45,365
P003610,Barry's Tea Still Water 500ml,Beverage,0.41,180
P003611,McCain Breakfast Cereal 375g,,1.49,14
P003612,Knorr Frozen Chips 1.5kg,Food,2.4,14
P003613,Fairy Bleach 1L,Household,1.26,365
P003614,Oreo Biscuits 154g,,0.69,14
P003615,Nescafé Greek Yogurt 500g,Food,2.21,90
P003616,Pepsi Cola 500ml,Beverage,0.92,180
P003617,Ariel Laundry Detergent 1.3L,Household,4.06,365
P003618,Dettol Bleach 1L,Household,0.89,365
P003619,Chivers Frozen Chips 1.5kg,Food,3.01,7
P003620,Dettol Surface Wipes 70ct,Household,1.68,1095
P003621,Birds Eye Pasta Sauce 500g,Food,1.56,90
P003622,Kerrygold Frozen Chips 1.5kg,Food,3.07,14
P003623,Tesco Shampoo 400ml,Personal Care,1.13,365
P003624,Knorr Biscuits 154g,Food,0.63,14
P003625,Birds Eye Chocolate Bar 40g,Food,0.45,30
P003626,Dairy Gold Frozen Peas 900g,Food,1.53,90
P003627,Tesco Hand Sanitiser 250ml,Personal Care,0.75,730
P003628,Tesco Laundry Detergent 1.3L,Household,4.11,1095
P003629,Barry's Tea Energy Drink 500ml,Beverage,0.76,90
P003630,Tesco Toilet Paper 18pk,Household,3.45,730
P003631,Chivers Tea Bags 160ct,Food,2.58,180
P003632,Pepsi Cola 2L,Beverage,0.77,180
P003633,Nestlé Frozen Peas 900g,Food,1.53,90
P003634,Kerrygold Cheddar Cheese 400g,Food,1.65,180
P003635,Lyons Tea Tea Bags 160ct,Beverage,2.81,180
P003636,Colgate Razor Blades 8ct,Personal Care,4.96,365
P003637,Knorr Breakfast Cereal 500g,Food,2.31,30
P003638,Cadbury Instant Coffee 100g,Food,2.93,180
P003639,Birds Eye Biscuits 154g,Food,0.52,14
P003640,Weetabix Instant Coffee 100g,Food,2.04,7
P003641,Gillette Razor Blades 8ct,Personal Care,5.81,365
P003642,Nescafé Instant Coffee 100g,Beverage,3.11,30
P003643,Coca-Cola Tea Bags 80ct,Beverage,1.85,14
P003644,Persil Laundry Detergent 2.6L,Household,7.2,730
P003645,Lyons Tea Greek Yogurt 500g,Food,1.71,14
P003646,Evian Tea Bags 160ct,Beverage,2.57,30
P003647,Lyons Tea Tomato Ketchup 460g,Food,0.81,90
P003648,Barry's Tea Milk 1L,Beverage,0.91,90
P003649,Huggies Conditioner 400ml,Personal Care,1.65,730
P003650,Tesco Laundry Capsules 30ct,Household,5.43,730
P003651,Kerrygold Chocolate Bar 100g,Food,0.45,180
P003652,Persil Laundry Capsules 30ct,Household,4.98,730
P003653,Lyons Tea Biscuits 154g,Food,0.62,180
P003654,Birds Eye Cheddar Cheese 200g,Food,1.55,90
P003655,Chivers Cheddar Cheese 200g,Food,1.35,90
P003656,Dairy Gold Instant Coffee 200g,Food,1.69,7
P003657,Nescafé Still Water 500ml,Beverage,0.39,14
P003658,Lyons Tea Iced Coffee 250ml,Beverage,0.74,14
P003659,Dove Nappies Size 3,Personal Care,7.23,365
P003660,Evian Tea Bags 160ct,Beverage,2.43,30
P003661,Evian Cola 2L,Beverage,1.0,30
P003662,Bisto Chocolate Bar 100g,Food,0.47,180
P003663,Cadbury Frozen Peas 900g,Food,1.65,365
P003664,Ballygowan Instant Coffee 100g,Beverage,1.92,90
P003665,Lyons Tea Biscuits 154g,Food,0.68,180
P003666,Ariel Disinfectant Spray 750ml,Household,2.23,1095
P003667,Lyons Tea Pasta Sauce 500g,Food,0.99,14
P003668,Oreo Gravy Granules 190g,Food,0.64,90
P003669,Nestlé Pasta Sauce 500g,Food,1.85,365
P003670,Nestlé Biscuits 300g,Food,1.01,7
P003671,Kellogg's Greek Yogurt 500g,Food,1.65,365
P003672,Dettol Dishwashing Liquid 900ml,Household,1.76,365
P003673,Knorr Frozen Chips 1.5kg,Food,3.52,30
P003674,Nescafé Cola 500ml,Beverage,0.57,180
P003675,Cadbury Greek Yogurt 500g,Food,1.48,14
P003676,Kerrygold Frozen Chips 1.5kg,Food,3.46,14
P003677,Cadbury Gravy Granules 190g,Food,0.73,7
P003678,Ariel Disinfectant Spray 750ml,Household,2.53,365
P003679,Nestlé Butter 250g,Food,1.37,90
P003680,Dettol Surface Wipes 70ct,Household,2.18,365
P003681,Knorr Breakfast Cereal 500g,Food,1.72,30
P003682,Ariel Laundry Capsules 30ct,Household,4.95,730
P003683,Oreo Frozen Chips 1.5kg,Food,2.59,90
P003684,Dettol Dishwashing Liquid 900ml,Household,2.21,365
P003685,Nescafé Sparkling Water 500ml,Beverage,0.78,180
P003686,Dove Body Wash 500ml,Personal Care,2.16,730
P003687,Nescafé Gravy Granules 190g,Food,1.04,90
P003688,McCain Chocolate Bar 40g,Food,0.45,14
P003689,Oreo Tomato Ketchup 460g,Food,0.66,90
P003690,Tesco Dishwashing Liquid 450ml,Household,0.78,365
P003691,Pepsi Milk 2L,Beverage,1.81,180
P003692,Tesco Laundry Detergent 2.6L,Household,5.67,365
P003693,Chivers Instant Coffee 200g,Food,1.83,30
P003694,Birds Eye Crisps 150g,Food,0.52,30
P003695,Cadbury Frozen Peas 900g,Food,1.96,30
P003696,Pampers Shampoo 400ml,Personal Care,1.45,365
P003697,Fairy Bleach 1L,Household,0.78,1095
P003698,Pampers Hand Sanitiser 250ml,Personal Care,1.23,1095
P003699,Nescafé Cheddar Cheese 400g,Food,1.8,365
P003700,Ballygowan Energy Drink 500ml,Beverage,0.66,90
P003701,Tesco Kitchen Towels 4pk,Household,1.2,365
P003702,Bisto Tea Bags 160ct,Food,2.27,14
P003703,Dettol Disinfectant Spray 750ml,Household,2.42,1095
P003704,Pampers Toothpaste 75ml,Personal Care,0.89,365
P003705,Dove Conditioner 400ml,Personal Care,1.5,730
P003706,Persil Disinfectant Spray 750ml,Household,2.47,730
P003707,Kellogg's Frozen Chips 1.5kg,Food,2.25,365
P003708,Nescafé Frozen Peas 900g,Food,1.44,7
P003709,Huggies Hand Sanitiser 250ml,Personal Care,0.95,365
P003710,Birds Eye Frozen Peas 900g,Food,1.36,7
P003711,Tesco Laundry Capsules 50ct,Household,9.59,730
P003712,Ariel Dishwashing Liquid 900ml,Household,2.5,1095
P003713,Evian Milk 2L,Beverage,1.59,90
P003714,Dove Conditioner 400ml,Personal Care,1.53,1095
P003715,Dairy Gold Breakfast Cereal 375g,Food,1.26,90
P003716,Lyons Tea Chocolate Bar 40g,Food,0.48,7
P003717,Barry's Tea Pasta Sauce 500g,Food,1.39,7
P003718,Nestlé Chocolate Bar 40g,Food,0.38,30
P003719,McCain Frozen Peas 900g,Food,1.38,14
P003720,Chivers Frozen Chips 1.5kg,Food,2.75,365
P003721,Tesco Bleach 1L,Household,0.61,1095
P003722,Gillette Razor Blades 8ct,Personal Care,5.97,365
P003723,Nestlé Chocolate Bar 40g,Food,0.45,30
P003724,Dairy Gold Pasta Sauce 500g,Food,1.31,7
P003725,Dove Hand Sanitiser 250ml,,1.15,365
P003726,Birds Eye Cheddar Cheese 400g,Food,1.88,30
P003727,Bisto Tea Bags 80ct,Food,1.41,180
P003728,Weetabix Crisps 150g,Food,0.54,180
P003729,Evian Cola 2L,Beverage,0.96,90
P003730,Cadbury Chocolate Bar 40g,Food,0.63,7
P003731,Pampers Shampoo 400ml,Personal Care,1.32,365
P003732,Lyons Tea Frozen Chips 1.5kg,Food,2.34,30
P003733,Coca-Cola Iced Coffee 250ml,Beverage,0.66,180
P003734,Dairy Gold Butter 500g,Food,2.2,90
P003735,Coca-Cola Instant Coffee 200g,Beverage,2.2,90
P003736,Persil Bleach 1L,Household,0.74,1095
P003737,Dettol Dishwashing Liquid 450ml,Household,1.06,365
P003738,Ariel Laundry Capsules 30ct,Household,4.22,365
P003739,Lyons Tea Sparkling Water 500ml,Beverage,0.7,365
P003740,Tesco Hand Sanitiser 250ml,Personal Care,0.98,1095
P003741,Tesco Kitchen Towels 4pk,Household,1.5,730
P003742,Fairy Bleach 1L,Household,0.85,365
P003743,Chivers Greek Yogurt 500g,Food,1.61,180
P003744,Chivers Breakfast Cereal 500g,Food,2.09,30
P003745,Kellogg's Gravy Granules 190g,Food,0.77,7
P003746,Tesco Dishwashing Liquid 900ml,Household,1.6,1095
P003747,Oreo Pasta Sauce 500g,Food,0.78,30
P003748,Barry's Tea Frozen Chips 1.5kg,Food,2.57,90
P003749,Huggies Nappies Size 4,Personal Care,5.79,730
P003750,Colgate Hand Sanitiser 250ml,Personal Care,0.82,730
P003751,Tesco Razor Blades 4ct,Personal Care,4.62,365
P003752,Nestlé Greek Yogurt 500g,Food,1.94,365
P003753,Dettol Laundry Detergent 2.6L,Household,6.77,730
P003754,Bisto Butter 500g,Food,2.36,30
P003755,Dairy Gold Cheddar Cheese 200g,Food,1.34,90
P003756,Barry's Tea Cheddar Cheese 200g,Food,1.27,14
P003757,Lyons Tea Tea Bags 160ct,Food,2.58,30
P003758,Birds Eye Instant Coffee 200g,Food,1.91,180
P003759,Dettol Disinfectant Spray 750ml,Household,1.76,365
P003760,Nestlé Breakfast Cereal 500g,Food,1.48,180
P003761,Dettol Dishwashing Liquid 450ml,Household,1.06,365
P003762,Evian Cola 500ml,Beverage,0.59,180
P003763,Knorr Tea Bags 160ct,Food,2.76,14
P003764,Coca-Cola Energy Drink 500ml,Beverage,0.92,14
P003765,Dairy Gold Greek Yogurt 500g,Food,1.56,7
P003766,Barry's Tea Sparkling Water 1.5L,Beverage,0.77,180
P003767,Birds Eye Butter 500g,Food,1.99,30
P003768,Bisto Tea Bags 80ct,Food,1.8,30
P003769,Oreo Pasta Sauce 500g,Food,1.32,365
P003770,Lyons Tea Milk 2L,Beverage,1.44,180
P003771,Dove Conditioner 400ml,Personal Care,1.48,730
P003772,Knorr Chocolate Bar 100g,Food,0.34,30
P003773,Fairy Bleach 1L,Household,0.97,365
P003774,Fairy Laundry Capsules 50ct,Household,6.75,730
P003775,Huggies Deodorant 150ml,Personal Care,2.34,365
P003776,Persil Laundry Capsules 50ct,Household,6.79,365
P003777,Coca-Cola Lemon-Lime Soda 330ml,Beverage,0.6,365
P003778,Ariel Dishwashing Liquid 450ml,Household,1.01,365
P003779,Huggies Body Wash 500ml,Personal Care,1.67,365
P003780,Heinz Frozen Peas 900g,Food,1.28,365
P003781,Kellogg's Greek Yogurt 500g,Food,1.4,30
P003782,Cadbury Greek Yogurt 500g,Food,1.36,90
P003783,Fairy Surface Wipes 70ct,Household,1.41,365
P003784,Persil Laundry Capsules 30ct,Household,6.5,730
P003785,Cadbury Tomato Ketchup 460g,Food,0.73,90
P003786,Pepsi Still Water 1.5L,Beverage,0.78,365
P003787,Coca-Cola Still Water 500ml,Beverage,0.52,30
P003788,Kellogg's Instant Coffee 100g,Food,2.01,90
P003789,Dettol Shampoo 400ml,Personal Care,2.61,365
P003790,Chivers Biscuits 300g,Food,0.74,14
P003791,Birds Eye Biscuits 154g,Food,0.5,14
P003792,Kerrygold Sparkling Water 1.5L,Beverage,0.67,180
P003793,Persil Laundry Detergent 2.6L,Household,5.11,365
P003794,Kerrygold Butter 500g,Food,2.2,30
P003795,Ariel Laundry Capsules 50ct,Household,7.05,1095
P003796,Lyons Tea Energy Drink 500ml,Beverage,0.7,365
P003797,Cadbury Frozen Chips 1.5kg,Food,1.82,14
P003798,Dairy Gold Frozen Peas 900g,Food,1.26,14
P003799,Coca-Cola Tea Bags 80ct,Beverage,1.32,90
P003800,Chivers Butter 250g,Food,1.32,7
P003801,Huggies Deodorant 150ml,Personal Care,1.46,1095
P003802,Persil Dishwashing Liquid 900ml,Household,1.25,1095
P003803,Dettol Toothpaste 75ml,Personal Care,0.59,365
P003804,Oreo Crisps 150g,Food,0.55,30
P003805,Dove Hand Sanitiser 250ml,Personal Care,0.65,365
P003806,Barry's Tea Cheddar Cheese 200g,Food,1.11,180
P003807,Kellogg's Instant Coffee 200g,Food,2.49,30
P003808,Cadbury Frozen Peas 900g,Food,2.11,7
P003809,Barry's Tea Jam 340g,Food,1.1,180
P003810,Tesco Bleach 1L,Household,0.74,730
P003811,Coca-Cola Orange Juice 1L,Beverage,1.26,90
P003812,Cadbury Butter 500g,Food,2.49,7
P003813,Evian Still Water 500ml,Beverage,0.51,180
P003814,Bisto Butter 250g,Food,1.02,365
P003815,Kerrygold Iced Coffee 250ml,Beverage,0.59,14
P003816,Barry's Tea Instant Coffee 200g,Food,1.7,180
P003817,Dettol Bleach 1L,Household,0.77,1095
P003818,Tesco Laundry Capsules 50ct,Household,7.38,730
P003819,Lyons Tea Milk 2L,Beverage,1.78,180
P003820,Cadbury Crisps 150g,Food,0.54,180
P003821,Nestlé Jam 340g,Food,1.39,14
P003822,Dettol Toilet Paper 18pk,Household,5.42,365
P003823,Heinz Butter 500g,Food,1.45,180
P003824,Oreo Greek Yogurt 500g,Food,1.49,180
P003825,Birds Eye Crisps 150g,Food,0.81,30
P003826,Lyons Tea Still Water 500ml,Beverage,0.37,30
P003827,Ballygowan Sparkling Water 1.5L,Beverage,0.67,180
P003828,Persil Dishwashing Liquid 450ml,Household,0.99,365
P003829,Weetabix Tomato Ketchup 460g,Food,1.05,7
P003830,Kellogg's Tea Bags 80ct,Food,1.55,30
P003831,Tesco Toilet Paper 18pk,Household,4.36,1095
P003832,Ariel Bleach 1L,Household,1.02,365
P003833,Cadbury Gravy Granules 190g,Food,0.65,7
P003834,Coca-Cola Sparkling Water 1.5L,Beverage,0.6,30
P003835,McCain Chocolate Bar 40g,Food,0.52,7
P003836,Gillette Toothbrush 2ct,Personal Care,0.69,1095
P003837,Bisto Tomato Ketchup 460g,Food,0.72,14
P003838,Pampers Hand Sanitiser 250ml,Personal Care,0.86,365
P003839,Tesco Disinfectant Spray 750ml,Household,2.38,365
P003840,Pepsi Tea Bags 80ct,Beverage,1.13,180
P003841,Dairy Gold Frozen Chips 1.5kg,Food,2.39,180
P003842,Barry's Tea Milk 1L,Beverage,1.05,14
P003843,Nescafé Cheddar Cheese 200g,Food,1.11,365
P003844,Kellogg's Breakfast Cereal 375g,Food,1.33,14
P003845,Ariel Disinfectant Spray 750ml,Household,2.32,365
P003846,Tesco Razor Blades 4ct,Personal Care,3.57,365
P003847,Lyons Tea Cola 330ml,Beverage,0.61,30
P003848,Dettol Laundry Capsules 50ct,Household,8.34,1095
